song_id,num_id,genre_major,genre_sub,genre_detail,tempo_bpm,time_signature,western_key,moods,duration_meta_s,n_stems,instruments,instruments_meta,is_pansori,master_path,master_sr,master_ch,master_frames,master_dur_s,master_subtype,split
0133_정악_궁중음악,0133,정악,궁중음악,"회례악,연례악",120,60/8,Ab / Fm,명상적인(3) | 사색적인(2) | 신비로운(2) | 여유로운(2) | 우아한(2) | 잔잔한(3) | 절제된(4) | 차분한(3) | 품위 있는(2),300.0,4,"['가야금', '거문고', '양금', '장구']","['가야금', '거문고', '양금', '장구']",False,data/extracted/train/source/0133_정악_궁중음악/0133_정악_궁중음악_master.wav,48000,2,14400000,300.0,PCM_24,test
0134_정악_궁중음악,0134,정악,궁중음악,"회례악,연례악",120,60/8,Ab / Fm,기품 있는(3) | 단아한(2) | 명상적인(4) | 부드러운(2) | 사색적인(2) | 아정한(2) | 우아한(3) | 잔잔한(3) | 절제된(2) | 진지한(2) | 차분한(3) | 편안한(2) | 평온한(3) | 품위 있는(2),181.75,4,"['가야금', '거문고', '양금', '장구']","['가야금', '거문고', '양금', '장구']",False,data/extracted/train/source/0134_정악_궁중음악/0134_정악_궁중음악_master.wav,48000,2,8724000,181.75,PCM_24,train
0135_정악_궁중음악,0135,정악,궁중음악,"회례악,연례악",120,60/8,Ab / Fm,기품 있는(3) | 단아한(3) | 명상적인(2) | 사색적인(2) | 여유로운(2) | 우아한(2) | 잔잔한(3) | 절제된(2) | 조화로운(3) | 진지한(2) | 차분한(4) | 편안한(2) | 평온한(2) | 평화로운(2),541.0,4,"['가야금', '거문고', '양금', '장구']","['가야금', '거문고', '양금', '장구']",False,data/extracted/train/source/0135_정악_궁중음악/0135_정악_궁중음악_master.wav,48000,2,25968000,541.0,PCM_24,val
0136_정악_궁중음악,0136,정악,궁중음악,"회례악,연례악",180,30/8,Ab / Fm,기품 있는(2) | 단아한(2) | 명상적인(3) | 아정한(2) | 우아한(3) | 잔잔한(3) | 절제된(3) | 차분한(4) | 편안한(3) | 평온한(3) | 평화로운(2),100.0,4,"['가야금', '거문고', '양금', '장구']","['가야금', '거문고', '양금', '장구']",False,data/extracted/train/source/0136_정악_궁중음악/0136_정악_궁중음악_master.wav,48000,2,4800000,100.0,PCM_24,train
0137_정악_궁중음악,0137,정악,궁중음악,"회례악,연례악",180,30/8,Ab / Fm,기품 있는(2) | 단아한(3) | 명상적인(4) | 아정한(3) | 여유로운(2) | 우아한(2) | 잔잔한(2) | 절제된(4) | 진지한(2) | 차분한(3) | 편안한(3) | 평온한(3) | 품위 있는(3),180.0,4,"['가야금', '거문고', '양금', '장구']","['가야금', '거문고', '양금', '장구']",False,data/extracted/train/source/0137_정악_궁중음악/0137_정악_궁중음악_master.wav,48000,2,8640000,180.0,PCM_24,train
0138_정악_궁중음악,0138,정악,궁중음악,"회례악,연례악",140,24/8,Eb / Cm,기품 있는(3) | 엄숙한(2) | 웅대한(2) | 의례적인(2) | 장엄한(2) | 절제된(2) | 품위 있는(3) | 희망적인(2),304.286,5,"['대금', '아쟁', '장구', '피리', '해금']","['대금', '아쟁', '장구', '피리', '해금']",False,data/extracted/train/source/0138_정악_궁중음악/0138_정악_궁중음악_master.wav,48000,2,14605714,304.286,PCM_24,train
0139_정악_궁중음악,0139,정악,궁중음악,"회례악,연례악",140,54/8,Gb / Ebm,그리운(2) | 기품 있는(3) | 단아한(2) | 엄숙한(3) | 유려한(2) | 절제된(2) | 진지한(3) | 품위 있는(3),327.0,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0139_정악_궁중음악/0139_정악_궁중음악_master.wav,48000,2,15696000,327.0,PCM_24,train
0140_정악_궁중음악,0140,정악,궁중음악,"회례악,연례악",100,54/8,Eb / Cm,기품 있는(3) | 명상적인(2) | 쓸쓸한(2) | 유려한(2) | 장엄한(2) | 절제된(3) | 조화로운(2) | 진지한(2) | 품위 있는(3),205.8,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0140_정악_궁중음악/0140_정악_궁중음악_master.wav,48000,2,9878400,205.8,PCM_24,train
0141_정악_궁중음악,0141,정악,궁중음악,"회례악,연례악",100,54/8,Eb / Cm,기품 있는(2) | 서사적인(2) | 웅대한(2) | 의례적인(2) | 절제된(4) | 진지한(2) | 표현적인(2) | 품위 있는(4),205.8,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0141_정악_궁중음악/0141_정악_궁중음악_master.wav,48000,2,9878400,205.8,PCM_24,train
0142_정악_궁중음악,0142,정악,궁중음악,"회례악,연례악",100,54/8,Eb / Cm,단아한(2) | 쓸쓸한(2) | 아정한(2) | 엄숙한(3) | 여유로운(2) | 영웅적인(2) | 절제된(4) | 진지한(4) | 평화로운(2) | 품위 있는(3),196.8,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/val/source/0142_정악_궁중음악/0142_정악_궁중음악_master.wav,48000,2,9446400,196.8,PCM_24,train
0144_정악_궁중음악,0144,정악,궁중음악,"회례악,연례악",160,36/8,Eb / Cm,리듬감 있는(3) | 의례적인(2) | 평화로운(2),263.625,10,"['가야금', '거문고', '단소', '대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['가야금', '거문고', '단소', '대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0144_정악_궁중음악/0144_정악_궁중음악_master.wav,48000,2,12654000,263.625,PCM_24,train
0145_정악_궁중음악,0145,정악,궁중음악,"회례악,연례악",140,24/8,Eb / Cm,기품 있는(3) | 우아한(2) | 의례적인(2) | 평화로운(2) | 품위 있는(4) | 희망적인(2),304.0,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0145_정악_궁중음악/0145_정악_궁중음악_master.wav,48000,2,14592000,304.0,PCM_24,test
0146_정악_궁중음악,0146,정악,궁중음악,"회례악,연례악",150,3/8,F / Dm,그리운(2) | 사색적인(2) | 쓸쓸한(2) | 여유로운(2) | 잔잔한(2) | 장엄한(2) | 진지한(2),387.307,6,"['대금', '소금', '아쟁', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '좌고', '피리', '해금']",False,data/extracted/train/source/0146_정악_궁중음악/0146_정악_궁중음악_master.wav,48000,2,18590720,387.307,PCM_24,train
0147_정악_궁중음악,0147,정악,궁중음악,"회례악,연례악",150,3/8,F / Dm,기품 있는(2) | 명상적인(2) | 우아한(2) | 장엄한(2) | 절제된(2) | 차분한(2),185.1,6,"['대금', '소금', '아쟁', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '좌고', '피리', '해금']",False,data/extracted/val/source/0147_정악_궁중음악/0147_정악_궁중음악_master.wav,48000,2,8884800,185.1,PCM_24,test
0148_정악_궁중음악,0148,정악,궁중음악,"회례악,연례악",150,3/8,F / Dm,기품 있는(2) | 시적인(2) | 쓸쓸한(2) | 여유로운(2) | 웅대한(2) | 진지한(2) | 차분한(2) | 품위 있는(3),557.4,6,"['대금', '소금', '아쟁', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '좌고', '피리', '해금']",False,data/extracted/train/source/0148_정악_궁중음악/0148_정악_궁중음악_master.wav,48000,2,26755200,557.4,PCM_24,test
0149_정악_궁중음악,0149,정악,궁중음악,"회례악,연례악",120,12/8,Gb / Ebm,기품 있는(2) | 쓸쓸한(2) | 유려한(2) | 차분한(2) | 희망적인(2),312.75,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0149_정악_궁중음악/0149_정악_궁중음악_master.wav,48000,2,15012000,312.75,PCM_24,train
0150_정악_궁중음악,0150,정악,궁중음악,"회례악,연례악",120,12/8,Ab / Fm,기품 있는(2) | 여유로운(2) | 우아한(2) | 축제적인(2) | 활기찬(2) | 희망찬(2),217.0,8,"['단소', '대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['단소', '대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0150_정악_궁중음악/0150_정악_궁중음악_master.wav,48000,2,10416000,217.0,PCM_24,train
0151_정악_궁중음악,0151,정악,궁중음악,"회례악,연례악",40,1/4,F / Dm,기품 있는(2) | 명상적인(3) | 절제된(2) | 진지한(3) | 차분한(3) | 품위 있는(3),348.0,6,"['대금', '소금', '아쟁', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '좌고', '피리', '해금']",False,data/extracted/train/source/0151_정악_궁중음악/0151_정악_궁중음악_master.wav,48000,2,16704000,348.0,PCM_24,train
0152_정악_궁중음악,0152,정악,궁중음악,"회례악,연례악",180,30/8,Ab / Fm,기품 있는(2) | 단아한(2) | 부드러운(2) | 여유로운(2) | 우아한(2) | 잔잔한(3) | 절제된(4) | 조화로운(2) | 차분한(2) | 평화로운(2) | 품위 있는(2),160.5,4,"['가야금', '거문고', '양금', '장구']","['가야금', '거문고', '양금', '장구']",False,data/extracted/train/source/0152_정악_궁중음악/0152_정악_궁중음악_master.wav,48000,2,7704000,160.5,PCM_24,train
0153_정악_궁중음악,0153,정악,궁중음악,제례악,50,1/4,F / Dm,단아한(2) | 부드러운(2) | 아정한(2) | 엄숙한(4) | 여유로운(2) | 의례적인(3) | 잔잔한(2) | 조화로운(2) | 진지한(3) | 평온한(2) | 평화로운(2) | 품위 있는(2) | 향토적인(2),352.8,9,"['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']",False,data/extracted/train/source/0153_정악_궁중음악/0153_정악_궁중음악_master.wav,48000,2,16934400,352.8,PCM_24,test
0154_정악_궁중음악,0154,정악,궁중음악,제례악,50,1/4,F / Dm,명상적인(2) | 엄숙한(4) | 잔잔한(2) | 절제된(3) | 진지한(4) | 평화로운(2) | 품위 있는(3),215.4,9,"['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']",False,data/extracted/train/source/0154_정악_궁중음악/0154_정악_궁중음악_master.wav,48000,2,10339200,215.4,PCM_24,val
0155_정악_궁중음악,0155,정악,궁중음악,제례악,50,1/4,Eb / Cm,강렬한(3) | 에너지 넘치는(3) | 웅대한(3) | 의례적인(2) | 장엄한(2) | 축제적인(2) | 품위 있는(2),105.9,10,"['대금', '박', '방향', '아쟁', '장구', '태평소', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '태평소', '편경', '편종', '피리', '해금']",False,data/extracted/train/source/0155_정악_궁중음악/0155_정악_궁중음악_master.wav,48000,2,5083200,105.9,PCM_24,train
0156_정악_궁중음악,0156,정악,궁중음악,제례악,50,1/4,F / Dm,쓸쓸한(2) | 엄숙한(2) | 의례적인(2) | 장엄한(2) | 절제된(3) | 진지한(3) | 차분한(3) | 품위 있는(2),92.1,9,"['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']",False,data/extracted/train/source/0156_정악_궁중음악/0156_정악_궁중음악_master.wav,48000,2,4420800,92.1,PCM_24,train
0157_정악_궁중음악,0157,정악,궁중음악,제례악,50,1/4,F / Dm,기품 있는(2) | 사색적인(3) | 의례적인(2) | 절제된(2) | 차분한(3) | 평화로운(2),342.0,9,"['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']",False,data/extracted/val/source/0157_정악_궁중음악/0157_정악_궁중음악_master.wav,48000,2,16416000,342.0,PCM_24,train
0158_정악_궁중음악,0158,정악,궁중음악,제례악,50,1/4,F / Dm,그리운(2) | 기품 있는(2) | 엄숙한(2) | 웅대한(2) | 의례적인(4) | 진지한(3) | 차분한(2) | 품위 있는(4),105.0,9,"['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']",False,data/extracted/train/source/0158_정악_궁중음악/0158_정악_궁중음악_master.wav,48000,2,5040000,105.0,PCM_24,train
0159_정악_궁중음악,0159,정악,궁중음악,제례악,50,1/4,Eb / Cm,경쾌한(2) | 생기 있는(2) | 서사적인(2) | 조화로운(2) | 품위 있는(3),119.1,9,"['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']",False,data/extracted/train/source/0159_정악_궁중음악/0159_정악_궁중음악_master.wav,48000,2,5716800,119.1,PCM_24,train
0161_정악_궁중음악,0161,정악,궁중음악,제례악,50,1/4,F / Dm,몽환적인(2) | 잔잔한(2) | 절제된(2) | 진지한(3),93.6,9,"['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']",False,data/extracted/train/source/0161_정악_궁중음악/0161_정악_궁중음악_master.wav,48000,2,4492800,93.6,PCM_24,train
0162_정악_궁중음악,0162,정악,궁중음악,제례악,50,1/4,F / Dm,신비로운(2) | 의례적인(3) | 잔잔한(2) | 진지한(4) | 천상의(2) | 품위 있는(2) | 향토적인(2),92.7,9,"['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']",False,data/extracted/val/source/0162_정악_궁중음악/0162_정악_궁중음악_master.wav,48000,2,4449600,92.7,PCM_24,train
0163_정악_궁중음악,0163,정악,궁중음악,제례악,50,1/4,Eb / Cm,기품 있는(2) | 단아한(2) | 애절한(2) | 절제된(2) | 진지한(2) | 평화로운(2) | 품위 있는(2),107.1,9,"['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']",False,data/extracted/train/source/0163_정악_궁중음악/0163_정악_궁중음악_master.wav,48000,2,5140800,107.1,PCM_24,val
0165_정악_궁중음악,0165,정악,궁중음악,제례악,50,1/4,F / Dm,기품 있는(2) | 서사적인(2) | 여유로운(2),363.6,7,"['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']","['대금', '소금', '아쟁', '장구', '좌고', '피리', '해금']",False,data/extracted/train/source/0165_정악_궁중음악/0165_정악_궁중음악_master.wav,48000,2,17452800,363.6,PCM_24,train
0166_정악_궁중음악,0166,정악,궁중음악,제례악,50,1/4,F / Dm,기품 있는(2) | 여유로운(2) | 의례적인(2),129.3,9,"['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']",False,data/extracted/train/source/0166_정악_궁중음악/0166_정악_궁중음악_master.wav,48000,2,6206400,129.3,PCM_24,train
0168_정악_궁중음악,0168,정악,궁중음악,제례악,50,1/4,Eb / Cm,의례적인(2),96.6,10,"['대금', '박', '방향', '아쟁', '장구', '태평소', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '태평소', '편경', '편종', '피리', '해금']",False,data/extracted/val/source/0168_정악_궁중음악/0168_정악_궁중음악_master.wav,48000,2,4636800,96.6,PCM_24,train
0169_정악_궁중음악,0169,정악,궁중음악,제례악,50,1/4,Eb / Cm,잔잔한(2) | 평온한(2) | 희망적인(2),331.2,9,"['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']",False,data/extracted/train/source/0169_정악_궁중음악/0169_정악_궁중음악_master.wav,48000,2,15897600,331.2,PCM_24,train
0170_정악_궁중음악,0170,정악,궁중음악,제례악,50,1/4,F / Dm,기품 있는(2) | 명상적인(2) | 쓸쓸한(2) | 의례적인(2) | 절제된(4) | 진지한(3) | 차분한(3) | 품위 있는(3),334.8,9,"['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']",False,data/extracted/train/source/0170_정악_궁중음악/0170_정악_궁중음악_master.wav,48000,2,16070400,334.8,PCM_24,train
0171_정악_궁중음악,0171,정악,궁중음악,제례악,90,1/4,C / Am,부드러운(2) | 쓸쓸한(2) | 우아한(2) | 조화로운(3) | 진지한(3),353.0,9,"['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']",False,data/extracted/train/source/0171_정악_궁중음악/0171_정악_궁중음악_master.wav,48000,2,16944000,353.0,PCM_24,train
0172_정악_궁중음악,0172,정악,궁중음악,제례악,50,1/4,Eb / Cm,여유로운(2) | 의례적인(2) | 절제된(2) | 진지한(2) | 평온한(2) | 평화로운(2) | 품위 있는(3),331.2,9,"['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']",False,data/extracted/train/source/0172_정악_궁중음악/0172_정악_궁중음악_master.wav,48000,2,15897600,331.2,PCM_24,train
0173_정악_궁중음악,0173,정악,궁중음악,제례악,50,1/4,Eb / Cm,기품 있는(2) | 절제된(3) | 품위 있는(2) | 향토적인(2),174.0,9,"['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']","['대금', '박', '방향', '아쟁', '장구', '편경', '편종', '피리', '해금']",False,data/extracted/train/source/0173_정악_궁중음악/0173_정악_궁중음악_master.wav,48000,2,8352000,174.0,PCM_24,train
0174_민속악_산조,0174,민속악,산조,가야금 산조,80,18/8,C / Am,긴장감 넘치는(2) | 명상적인(2) | 사색적인(2) | 진지한(2) | 차분한(2) | 편안한(2) | 표현적인(2) | 향수 어린(2),135.0,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0174_민속악_산조/0174_민속악_산조_master.wav,48000,2,6480000,135.0,PCM_24,train
0175_민속악_산조,0175,민속악,산조,가야금 산조,80,18/8,F / Dm,기품 있는(2) | 긴장된(2) | 명상적인(2) | 사색적인(3) | 절제된(4) | 차분한(2) | 표현적인(2),121.5,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0175_민속악_산조/0175_민속악_산조_master.wav,48000,2,5832000,121.5,PCM_24,train
0176_민속악_산조,0176,민속악,산조,가야금 산조,80,18/8,C / Am,기품 있는(2) | 단아한(2) | 명상적인(2) | 쓸쓸한(2) | 차분한(2),148.5,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/val/source/0176_민속악_산조/0176_민속악_산조_master.wav,48000,2,7128000,148.5,PCM_24,val
0177_민속악_산조,0177,민속악,산조,가야금 산조,80,18/8,F / Dm,잔잔한(2) | 절제된(2) | 차분한(4) | 표현적인(3),108.0,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0177_민속악_산조/0177_민속악_산조_master.wav,48000,2,5184000,108.0,PCM_24,train
0178_민속악_산조,0178,민속악,산조,가야금 산조,80,18/8,Eb / Cm,슬픈(2) | 시적인(2) | 쓸쓸한(2) | 우울감 있는(2) | 잔잔한(2) | 절제된(3) | 차분한(3),108.0,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0178_민속악_산조/0178_민속악_산조_master.wav,48000,2,5184000,108.0,PCM_24,train
0179_민속악_산조,0179,민속악,산조,가야금 산조,80,18/8,Eb / Cm,기품 있는(2) | 사색적인(3) | 쓸쓸한(3) | 애절한(2) | 우울한(2) | 표현적인(3),121.5,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0179_민속악_산조/0179_민속악_산조_master.wav,48000,2,5832000,121.5,PCM_24,train
0180_민속악_산조,0180,민속악,산조,가야금 산조,80,18/8,Bb / Gm,긴장된(2) | 비통한(2) | 우울감 있는(3) | 절제된(3),216.0,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0180_민속악_산조/0180_민속악_산조_master.wav,48000,2,10368000,216.0,PCM_24,train
0181_민속악_산조,0181,민속악,산조,가야금 산조,80,18/8,Eb / Cm,그리운(2) | 우울감 있는(2) | 절제된(3) | 진지한(2) | 차분한(3) | 향수 어린(2),121.5,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0181_민속악_산조/0181_민속악_산조_master.wav,48000,2,5832000,121.5,PCM_24,train
0182_민속악_산조,0182,민속악,산조,가야금 산조,80,18/8,Eb / Cm,애절한(2) | 우울감 있는(2) | 절제된(2) | 표현적인(3) | 향수 어린(2),247.5,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0182_민속악_산조/0182_민속악_산조_master.wav,48000,2,11880000,247.5,PCM_24,train
0183_민속악_산조,0183,민속악,산조,가야금 산조,80,18/8,Eb / Cm,기품 있는(2) | 쓸쓸한(3) | 애절한(4) | 표현적인(3),216.0,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0183_민속악_산조/0183_민속악_산조_master.wav,48000,2,10368000,216.0,PCM_24,train
0184_민속악_산조,0184,민속악,산조,가야금 산조,80,18/8,Bb / Gm,애절한(3) | 우울감 있는(2) | 절제된(3) | 차분한(2) | 표현적인(2),189.0,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0184_민속악_산조/0184_민속악_산조_master.wav,48000,2,9072000,189.0,PCM_24,train
0185_민속악_산조,0185,민속악,산조,가야금 산조,80,18/8,Bb / Gm,기품 있는(2) | 애절한(2) | 어두운(2) | 우울감 있는(3) | 절제된(2) | 진지한(3) | 차분한(2),121.5,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0185_민속악_산조/0185_민속악_산조_master.wav,48000,2,5832000,121.5,PCM_24,train
0186_민속악_산조,0186,민속악,산조,가야금 산조,80,18/8,Bb / Gm,기품 있는(2) | 시적인(2) | 우울감 있는(2) | 잔잔한(2) | 절제된(2) | 차분한(2) | 표현적인(3),148.5,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0186_민속악_산조/0186_민속악_산조_master.wav,48000,2,7128000,148.5,PCM_24,train
0187_민속악_산조,0187,민속악,산조,가야금 산조,80,18/8,Bb / Gm,애절한(2) | 어두운(3) | 우울감 있는(3) | 절제된(2) | 차분한(2),175.442,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0187_민속악_산조/0187_민속악_산조_master.wav,48000,2,8421216,175.442,PCM_24,train
0188_민속악_산조,0188,민속악,산조,가야금 산조,80,18/8,Bb / Gm,유려한(2) | 잔잔한(2) | 절제된(2) | 차분한(3),165.058,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0188_민속악_산조/0188_민속악_산조_master.wav,48000,2,7922784,165.058,PCM_24,train
0189_민속악_산조,0189,민속악,산조,가야금 산조,60,12/4,Bb / Gm,그리운(2) | 아정한(2) | 우울감 있는(3) | 진지한(2) | 차분한(2) | 표현적인(2),156.25,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0189_민속악_산조/0189_민속악_산조_master.wav,48000,2,7500000,156.25,PCM_24,train
0190_민속악_산조,0190,민속악,산조,가야금 산조,60,12/4,Eb / Cm,그리운(2) | 사색적인(2) | 우울한(2) | 잔잔한(2) | 절제된(3) | 진지한(2) | 차분한(3) | 표현적인(2),240.0,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0190_민속악_산조/0190_민속악_산조_master.wav,48000,2,11520000,240.0,PCM_24,train
0191_민속악_산조,0191,민속악,산조,가야금 산조,60,12/4,Bb / Gm,기품 있는(2) | 사색적인(3) | 아정한(2) | 절제된(2) | 차분한(3) | 표현적인(2) | 향토적인(2),120.0,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0191_민속악_산조/0191_민속악_산조_master.wav,48000,2,5760000,120.0,PCM_24,train
0192_민속악_산조,0192,민속악,산조,가야금 산조,60,12/4,Bb / Gm,도취된(2) | 애절한(2) | 진지한(2) | 차분한(2) | 표현적인(4) | 해학적인(2),294.0,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0192_민속악_산조/0192_민속악_산조_master.wav,48000,2,14112000,294.0,PCM_24,train
0193_민속악_산조,0193,민속악,산조,가야금 산조,60,12/4,Eb / Cm,다이내믹한(2) | 절제된(3) | 진지한(2) | 차분한(2) | 표현적인(2),144.0,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0193_민속악_산조/0193_민속악_산조_master.wav,48000,2,6912000,144.0,PCM_24,test
0194_민속악_산조,0194,민속악,산조,가야금 산조,60,12/4,C / Am,여유로운(2) | 잔잔한(2) | 절제된(3) | 차분한(3),120.0,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0194_민속악_산조/0194_민속악_산조_master.wav,48000,2,5760000,120.0,PCM_24,train
0195_민속악_산조,0195,민속악,산조,가야금 산조,60,12/4,C / Am,단아한(2) | 명상적인(2) | 사색적인(2) | 아정한(2) | 잔잔한(3) | 절제된(3) | 차분한(4),96.0,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0195_민속악_산조/0195_민속악_산조_master.wav,48000,2,4608000,96.0,PCM_24,train
0196_민속악_산조,0196,민속악,산조,가야금 산조,60,12/4,Eb / Cm,기품 있는(3) | 명상적인(2) | 우아한(2) | 절제된(4) | 차분한(2) | 표현적인(2),249.0,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0196_민속악_산조/0196_민속악_산조_master.wav,48000,2,11952000,249.0,PCM_24,val
0198_민속악_산조,0198,민속악,산조,가야금 산조,140,12/8,C / Am,신나는(2) | 에너지 넘치는(4) | 열정적인(2) | 표현적인(2),25.714,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0198_민속악_산조/0198_민속악_산조_master.wav,48000,2,1234286,25.714,PCM_24,train
0199_민속악_산조,0199,민속악,산조,가야금 산조,140,12/8,Eb / Cm,기품 있는(2) | 다이내믹한(3) | 단아한(2) | 리듬감 있는(2) | 신나는(3) | 표현적인(2),250.714,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0199_민속악_산조/0199_민속악_산조_master.wav,48000,2,12034285,250.714,PCM_24,train
0200_민속악_산조,0200,민속악,산조,가야금 산조,140,12/8,C / Am,경쾌한(2) | 다이내믹한(2) | 도취된(2) | 리듬감 있는(4) | 신나는(3) | 신명난(3) | 에너지 넘치는(4) | 표현적인(3),261.0,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0200_민속악_산조/0200_민속악_산조_master.wav,48000,2,12528000,261.0,PCM_24,train
0201_민속악_산조,0201,민속악,산조,가야금 산조,140,12/8,C / Am,리듬감 있는(2) | 명랑한(2) | 유쾌한(2) | 절제된(2) | 즐거운(2),27.0,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0201_민속악_산조/0201_민속악_산조_master.wav,48000,2,1296000,27.0,PCM_24,train
0202_민속악_산조,0202,민속악,산조,가야금 산조,140,12/8,Bb / Gm,경쾌한(3) | 리듬감 있는(2) | 신나는(2),243.0,2,"['가야금', '장구']","['가야금', '장구']",False,data/extracted/train/source/0202_민속악_산조/0202_민속악_산조_master.wav,48000,2,11664000,243.0,PCM_24,train
